Loan_ID,Customer_Age,Income,Loan_Type,Loan_Amount,Interest_Rate,Issue_Date,Loan_Status,Recovery_Status,Recovery_Amount,Outstanding_Amount,Recovery_Rate,Risk_Segment
LN07261,34.0,880064,Personal Loan,455000,16.37,2025-06-22,Fully Paid,Recovered,448281.05,6718.95,98.52,Medium Risk
LN00502,60.0,766624,Auto Loan,1162000,9.63,2026-03-03,Fully Paid,Recovered,1142300.91,19699.09,98.3,Medium Risk
LN06521,39.0,1160669,Home Loan,2651000,9.51,2026-04-21,Fully Paid,Recovered,2616462.53,34537.47,98.7,Medium Risk
LN05181,40.0,756087,Business Loan,3527000,12.31,2025-12-17,Fully Paid,Recovered,3403879.67,123120.33,96.51,Medium Risk
LN01540,62.0,534770,Home Loan,3736000,9.35,2025-09-19,Fully Paid,Recovered,3720748.25,15251.75,99.59,High Risk
LN06396,43.0,556563,Business Loan,2592000,12.41,2026-04-21,Fully Paid,Recovered,2504323.94,87676.06,96.62,High Risk
LN01212,30.0,375227,Auto Loan,717000,11.55,2025-05-22,Charged Off,Default,226691.09,490308.91,31.62,Medium Risk
LN09306,23.0,1513884,Auto Loan,707000,9.66,2025-06-24,Fully Paid,Recovered,693251.92,13748.08,98.06,Low Risk
LN00673,62.0,318424,Home Loan,3898000,10.29,2025-07-08,Charged Off,Default,909067.39,2988932.61,23.32,High Risk
LN03378,30.0,566031,Personal Loan,270000,15.86,2026-02-04,Fully Paid,Recovered,258843.85,11156.15,95.87,Medium Risk
LN08960,41.0,2103778,Personal Loan,294000,14.74,2026-02-19,Fully Paid,Recovered,291448.14,2551.86,99.13,Low Risk
LN01465,24.0,1508189,Home Loan,3230000,8.99,2025-06-16,Fully Paid,Recovered,3188197.99,41802.01,98.71,Medium Risk
LN09105,26.0,1109461,Auto Loan,791000,11.03,2026-01-01,Fully Paid,Recovered,755519.98,35480.02,95.51,Medium Risk
LN01193,33.0,287227,Personal Loan,373000,15.92,2025-05-12,Charged Off,Default,66714.58,306285.42,17.89,Medium Risk
LN07266,,544589,Personal Loan,359000,16.61,2025-10-04,Charged Off,Default,91973.13,267026.87,25.62,Medium Risk
LN01873,27.0,717118,Personal Loan,442000,16.33,2025-06-19,Fully Paid,Recovered,432301.96,9698.04,97.81,Medium Risk
LN03591,59.0,1034265,Personal Loan,457000,15.0,2026-01-20,Charged Off,Default,77632.39,379367.61,16.99,Medium Risk
LN08411,53.0,1109644,Education Loan,650000,10.66,2025-06-06,Fully Paid,Recovered,643943.54,6056.46,99.07,Medium Risk
LN00506,53.0,496624,Home Loan,4958000,9.48,2026-03-25,Fully Paid,Recovered,4901725.15,56274.85,98.86,High Risk
LN00244,23.0,1462646,Home Loan,2834000,9.49,2026-03-26,Fully Paid,Recovered,2756579.78,77420.22,97.27,Medium Risk
LN00507,58.0,749297,Education Loan,736000,11.77,2025-05-17,Fully Paid,Recovered,732835.18,3164.82,99.57,Medium Risk
LN09111,41.0,329826,Auto Loan,914000,11.81,2025-05-05,Charged Off,Default,185306.65,728693.35,20.27,Medium Risk
LN06974,43.0,387005,Home Loan,3520000,9.57,2025-11-20,Charged Off,Default,968243.35,2551756.65,27.51,High Risk
LN06105,28.0,479635,Education Loan,534000,12.37,2025-09-10,Fully Paid,Recovered,517437.41,16562.59,96.9,Medium Risk
LN06158,61.0,643380,Business Loan,3312000,14.15,2025-11-29,Fully Paid,Recovered,3189522.4,122477.6,96.3,Medium Risk
LN01774,52.0,359151,Education Loan,610000,11.61,2026-03-20,Fully Paid,Recovered,583641.8,26358.2,95.68,Medium Risk
LN05894,33.0,693746,Home Loan,2888000,9.91,2025-10-22,Fully Paid,Recovered,2856226.19,31773.81,98.9,Medium Risk
LN08091,33.0,352882,Personal Loan,434000,15.3,2026-01-31,Fully Paid,Recovered,431722.5,2277.5,99.48,Medium Risk
LN08347,31.0,1715576,Personal Loan,339000,14.62,2025-10-15,Fully Paid,Recovered,337652.55,1347.45,99.6,Low Risk
LN00798,22.0,512645,Home Loan,3363000,10.12,2026-01-28,Fully Paid,Recovered,3204314.25,158685.75,95.28,High Risk
LN07411,46.0,634581,Home Loan,2797000,8.23,2025-07-30,Fully Paid,Recovered,2705891.69,91108.31,96.74,Medium Risk
LN07998,24.0,880009,Auto Loan,586000,9.95,2025-07-20,Charged Off,Default,212609.21,373390.79,36.28,Medium Risk
LN02830,33.0,1128498,Education Loan,665000,11.35,2025-06-08,Fully Paid,Recovered,635979.31,29020.69,95.64,Medium Risk
LN09507,31.0,872648,Personal Loan,245000,15.74,2026-04-02,Fully Paid,Recovered,244571.56,428.44,99.83,Medium Risk
LN08913,52.0,1605707,Home Loan,3977000,8.44,2026-04-22,Fully Paid,Recovered,3915223.5,61776.5,98.45,Medium Risk
LN00313,56.0,380197,Personal Loan,288000,15.43,2025-06-21,Fully Paid,Recovered,278643.04,9356.96,96.75,Medium Risk
LN00747,45.0,346172,Home Loan,2982000,8.6,2026-02-19,Charged Off,Default,1031030.67,1950969.33,34.58,High Risk
LN03570,58.0,346747,Personal Loan,292000,16.45,2026-01-04,Fully Paid,Recovered,289279.99,2720.01,99.07,Medium Risk
LN00791,47.0,470834,Personal Loan,466000,15.51,2025-08-06,Fully Paid,Recovered,458480.12,7519.88,98.39,Medium Risk
LN02477,60.0,362536,Education Loan,593000,12.59,2025-09-15,Fully Paid,Recovered,585282.64,7717.36,98.7,Medium Risk
LN09513,31.0,831014,Personal Loan,330000,15.34,2025-07-27,Fully Paid,Recovered,328322.3,1677.7,99.49,Medium Risk
LN02571,42.0,477701,Home Loan,3837000,9.01,2026-04-18,Charged Off,Default,1322022.15,2514977.85,34.45,High Risk
LN05509,49.0,555695,Education Loan,656000,11.36,2025-11-17,Fully Paid,Recovered,640574.81,15425.19,97.65,Medium Risk
LN05696,25.0,1074582,Home Loan,3897000,9.61,2025-09-14,Fully Paid,Recovered,3787833.57,109166.43,97.2,Medium Risk
LN04356,28.0,437389,Personal Loan,628000,16.67,2026-04-01,Fully Paid,Recovered,622346.3,5653.7,99.1,Medium Risk
LN02164,51.0,593095,Auto Loan,708000,10.92,2025-10-16,Charged Off,Default,157462.43,550537.57,22.24,Medium Risk
LN06848,32.0,1259208,Home Loan,3133000,9.3,2025-04-26,Fully Paid,Recovered,3064987.2,68012.8,97.83,Medium Risk
LN06599,57.0,768150,Auto Loan,638000,11.43,2026-01-15,Charged Off,Default,159021.3,478978.7,24.92,Medium Risk
LN00381,60.0,420448,Personal Loan,418000,15.4,2025-05-19,Charged Off,Default,117836.52,300163.48,28.19,Medium Risk
LN09822,46.0,668257,Business Loan,3600000,12.82,2025-09-23,Charged Off,Default,776090.45,2823909.55,21.56,Medium Risk
LN01293,64.0,577342,Business Loan,5633000,12.62,2025-09-27,Fully Paid,Recovered,5471318.79,161681.21,97.13,High Risk
LN01913,29.0,206467,Auto Loan,888000,11.23,2025-11-24,Fully Paid,Recovered,884044.52,3955.48,99.55,Medium Risk
LN00600,54.0,826700,Business Loan,3747000,13.12,2026-02-09,Charged Off,Default,1200054.71,2546945.29,32.03,Medium Risk
LN03893,46.0,566211,Auto Loan,497000,11.0,2025-12-16,Fully Paid,Recovered,483382.84,13617.16,97.26,Medium Risk
LN04142,48.0,918164,Business Loan,3098000,12.06,2026-01-08,Charged Off,Default,1001962.15,2096037.85,32.34,Medium Risk
LN01653,28.0,213304,Home Loan,4142000,8.54,2025-05-07,Fully Paid,Recovered,4102984.95,39015.05,99.06,High Risk
LN08056,34.0,596652,Personal Loan,557000,15.02,2026-01-04,Charged Off,Default,61501.97,495498.03,11.04,Medium Risk
LN01894,63.0,831649,Personal Loan,400000,16.5,2025-08-16,Fully Paid,Recovered,388917.38,11082.62,97.23,Medium Risk
LN01945,25.0,639334,Auto Loan,1081000,11.32,2025-09-15,Fully Paid,Recovered,1053255.72,27744.28,97.43,Medium Risk
LN03396,23.0,954590,Auto Loan,883000,11.46,2025-05-09,Fully Paid,Recovered,868204.99,14795.01,98.32,Medium Risk
LN05706,43.0,200000,Home Loan,4073000,10.37,2026-02-15,Fully Paid,Recovered,3944330.56,128669.44,96.84,High Risk
LN04363,36.0,383145,Business Loan,4359000,13.46,2026-02-25,Fully Paid,Recovered,4328993.2,30006.8,99.31,High Risk
LN09966,58.0,536408,Business Loan,1573000,14.13,2026-01-30,Fully Paid,Recovered,1514595.71,58404.29,96.29,Medium Risk
LN00376,64.0,939075,Personal Loan,386000,15.93,2025-05-12,Charged Off,Default,40614.84,345385.16,10.52,Medium Risk
LN01967,40.0,972006,Auto Loan,727000,10.87,2026-01-01,Fully Paid,Recovered,723858.24,3141.76,99.57,Medium Risk
LN03958,40.0,685324,Personal Loan,451000,14.99,2025-07-31,Fully Paid,Recovered,438815.04,12184.96,97.3,Medium Risk
LN08397,55.0,480591,Personal Loan,450000,15.11,2025-06-30,Fully Paid,Recovered,449304.25,695.75,99.85,Medium Risk
LN04424,38.0,369994,Education Loan,620000,12.26,2025-05-18,Fully Paid,Recovered,607258.34,12741.66,97.94,Medium Risk
LN07775,29.0,358536,Personal Loan,468000,15.15,2025-04-29,Fully Paid,Recovered,465830.82,2169.18,99.54,Medium Risk
LN04683,61.0,553355,Auto Loan,886000,10.74,2025-12-25,Fully Paid,Recovered,876913.18,9086.82,98.97,Medium Risk
LN05378,23.0,937658,Auto Loan,1058000,10.92,2025-10-20,Fully Paid,Recovered,1039882.37,18117.63,98.29,Medium Risk
LN07039,64.0,819777,Home Loan,3430000,8.18,2025-11-21,Fully Paid,Recovered,3397200.2,32799.8,99.04,Medium Risk
LN01472,61.0,993001,Home Loan,4074000,9.38,2026-03-13,Fully Paid,Recovered,3905907.9,168092.1,95.87,Medium Risk
LN03347,45.0,878147,Home Loan,3855000,8.56,2026-04-08,Fully Paid,Recovered,3707313.85,147686.15,96.17,Medium Risk
LN09200,53.0,678273,Education Loan,516000,12.23,2025-12-26,Fully Paid,Recovered,504927.48,11072.52,97.85,Medium Risk
LN02854,49.0,967029,Education Loan,731000,11.26,2026-01-05,Fully Paid,Recovered,720561.51,10438.49,98.57,Medium Risk
LN04507,59.0,870712,Home Loan,2907000,8.92,2025-06-25,Fully Paid,Recovered,2887197.29,19802.71,99.32,Medium Risk
LN09170,32.0,850202,Business Loan,3724000,13.5,2025-12-05,Fully Paid,Recovered,3704411.27,19588.73,99.47,Medium Risk
LN09972,56.0,1633593,Home Loan,3522000,9.47,2026-03-22,Charged Off,Default,1208587.55,2313412.45,34.32,Medium Risk
LN06727,38.0,1325598,Personal Loan,458000,15.86,2026-04-06,Charged Off,Default,109770.76,348229.24,23.97,Medium Risk
LN04063,46.0,458082,Auto Loan,819000,10.01,2025-10-09,Fully Paid,Recovered,812771.85,6228.15,99.24,Medium Risk
LN09831,62.0,480236,Personal Loan,476000,16.38,2026-02-22,Fully Paid,Recovered,470508.0,5492.0,98.85,Medium Risk
LN04307,64.0,496242,Business Loan,4456000,12.7,2025-11-12,Fully Paid,Recovered,4450338.89,5661.11,99.87,High Risk
LN07506,63.0,935204,Education Loan,703000,12.2,2026-03-03,Fully Paid,Recovered,680465.37,22534.63,96.79,Medium Risk
LN07539,51.0,1328825,Auto Loan,786000,10.18,2025-06-07,Charged Off,Default,138125.02,647874.98,17.57,Medium Risk
LN08431,30.0,397896,Education Loan,699000,11.33,2026-04-06,Fully Paid,Recovered,682890.08,16109.92,97.7,Medium Risk
LN03991,44.0,200000,Auto Loan,883000,10.68,2025-09-12,Charged Off,Default,286254.84,596745.16,32.42,Medium Risk
LN01050,63.0,618599,Business Loan,3788000,13.32,2026-04-18,Charged Off,Default,711788.03,3076211.97,18.79,Medium Risk
LN06434,54.0,1519200,Auto Loan,1024000,10.5,2026-03-07,Fully Paid,Recovered,1009836.22,14163.78,98.62,Low Risk
LN07517,44.0,424775,Home Loan,2014000,9.08,2026-02-01,Fully Paid,Recovered,1943676.78,70323.22,96.51,High Risk
LN08179,50.0,1003608,Business Loan,4265000,12.63,2025-05-05,Fully Paid,Recovered,4264397.23,602.77,99.99,Medium Risk
LN02036,32.0,437045,Home Loan,3904000,9.51,2026-03-13,Fully Paid,Recovered,3802064.39,101935.61,97.39,High Risk
LN04040,31.0,1145067,Auto Loan,790000,10.71,2025-11-07,Charged Off,Default,113352.36,676647.64,14.35,Medium Risk
LN09840,37.0,2152604,Home Loan,4068000,7.79,2026-03-17,Fully Paid,Recovered,3940233.31,127766.69,96.86,Medium Risk
LN09542,47.0,489560,Personal Loan,429000,16.17,2026-03-12,Fully Paid,Recovered,408336.84,20663.16,95.18,Medium Risk
LN01973,59.0,2033722,Home Loan,4275000,8.58,2025-12-13,Fully Paid,Recovered,4072741.89,202258.11,95.27,Medium Risk
LN05013,26.0,720531,Personal Loan,202000,15.41,2025-09-29,Fully Paid,Recovered,201160.83,839.17,99.58,Medium Risk
LN02100,46.0,754004,Home Loan,3643000,9.61,2025-08-12,Charged Off,Default,839722.37,2803277.63,23.05,Medium Risk
LN01500,,796027,Business Loan,4600000,13.45,2025-11-22,Charged Off,Default,641102.16,3958897.84,13.94,Medium Risk
LN06490,38.0,795411,Home Loan,3656000,9.96,2025-09-20,Fully Paid,Recovered,3566451.01,89548.99,97.55,Medium Risk
LN00653,39.0,1514742,Home Loan,3601000,9.01,2025-10-07,Fully Paid,Recovered,3573154.9,27845.1,99.23,Medium Risk
LN00171,58.0,371328,Home Loan,2830000,8.7,2026-04-13,Fully Paid,Recovered,2756153.27,73846.73,97.39,High Risk
LN04086,55.0,2067667,Education Loan,729000,11.21,2026-03-19,Fully Paid,Recovered,722371.84,6628.16,99.09,Low Risk
LN00243,47.0,200000,Personal Loan,440000,15.74,2025-10-28,Fully Paid,Recovered,431286.16,8713.84,98.02,Medium Risk
LN05946,41.0,811624,Auto Loan,818000,10.09,2026-02-18,Fully Paid,Recovered,799640.98,18359.02,97.76,Medium Risk
LN04372,,1053500,Auto Loan,784000,10.46,2026-02-25,Fully Paid,Recovered,756453.77,27546.23,96.49,Medium Risk
LN09777,41.0,774862,Business Loan,2695000,12.22,2025-08-07,Charged Off,Default,1036643.04,1658356.96,38.47,Medium Risk
LN02757,42.0,1114395,Personal Loan,370000,16.42,2025-06-24,Fully Paid,Recovered,367293.1,2706.9,99.27,Medium Risk
LN07164,,1022042,Auto Loan,681000,10.84,2025-06-15,Fully Paid,Recovered,669208.48,11791.52,98.27,Medium Risk
LN08369,55.0,1351874,Personal Loan,440000,15.46,2026-02-07,Fully Paid,Recovered,433921.13,6078.87,98.62,Medium Risk
LN02077,39.0,218001,Business Loan,4449000,13.61,2025-09-12,Fully Paid,Recovered,4346952.9,102047.1,97.71,High Risk
LN04104,47.0,403224,Home Loan,3852000,8.34,2025-12-24,Charged Off,Default,1317143.27,2534856.73,34.19,High Risk
LN09753,51.0,1048036,Home Loan,3097000,8.05,2026-03-18,Fully Paid,Recovered,3038229.09,58770.91,98.1,Medium Risk
LN06518,50.0,956602,Home Loan,3270000,8.49,2025-12-16,Fully Paid,Recovered,3184794.83,85205.17,97.39,Medium Risk
LN05047,63.0,341043,Personal Loan,463000,16.4,2025-11-27,Fully Paid,Recovered,449532.27,13467.73,97.09,Medium Risk
LN05099,41.0,1763461,Business Loan,4147000,11.81,2025-09-15,Fully Paid,Recovered,4138457.66,8542.34,99.79,Medium Risk
LN04269,43.0,1012703,Education Loan,651000,10.94,2025-10-22,Fully Paid,Recovered,639490.37,11509.63,98.23,Medium Risk
LN06096,,985051,Personal Loan,448000,14.9,2025-09-18,Fully Paid,Recovered,436988.55,11011.45,97.54,Medium Risk
LN05010,46.0,463989,Auto Loan,735000,9.91,2025-12-26,Fully Paid,Recovered,709321.68,25678.32,96.51,Medium Risk
LN09561,52.0,819256,Personal Loan,351000,15.15,2026-03-10,Fully Paid,Recovered,333525.9,17474.1,95.02,Medium Risk
LN05707,32.0,986639,Business Loan,3187000,13.34,2026-01-24,Charged Off,Default,944605.4,2242394.6,29.64,Medium Risk
LN09975,32.0,1100154,Home Loan,3060000,8.06,2025-08-04,Fully Paid,Recovered,3003089.03,56910.97,98.14,Medium Risk
LN04657,52.0,685917,Personal Loan,367000,16.11,2025-09-16,Fully Paid,Recovered,362181.06,4818.94,98.69,Medium Risk
LN08490,41.0,1113545,Home Loan,4597000,8.33,2025-09-16,Fully Paid,Recovered,4563282.6,33717.4,99.27,Medium Risk
LN04079,62.0,830818,Business Loan,4353000,12.34,2026-01-23,Fully Paid,Recovered,4324576.83,28423.17,99.35,Medium Risk
LN00641,57.0,1055846,Auto Loan,747000,11.17,2026-01-04,Charged Off,Default,234602.62,512397.38,31.41,Medium Risk
LN01271,55.0,550378,Education Loan,571000,12.55,2025-04-26,Fully Paid,Recovered,561845.15,9154.85,98.4,Medium Risk
LN02779,63.0,854624,Personal Loan,396000,15.4,2025-07-19,Fully Paid,Recovered,384406.96,11593.04,97.07,Medium Risk
LN01986,23.0,1064251,Home Loan,4090000,8.55,2025-05-22,Charged Off,Default,1252933.08,2837066.92,30.63,Medium Risk
LN03862,63.0,903451,Education Loan,701000,10.89,2025-10-10,Fully Paid,Recovered,683683.46,17316.54,97.53,Medium Risk
LN03481,55.0,456302,Home Loan,3408000,9.57,2026-03-10,Fully Paid,Recovered,3324609.43,83390.57,97.55,High Risk
LN01535,60.0,425917,Home Loan,3444000,10.26,2025-06-04,Fully Paid,Recovered,3365048.36,78951.64,97.71,High Risk
LN00326,39.0,431396,Business Loan,3938000,13.01,2025-09-11,Fully Paid,Recovered,3795245.01,142754.99,96.37,High Risk
LN02339,31.0,1595088,Home Loan,3518000,8.45,2025-05-11,Fully Paid,Recovered,3458423.21,59576.79,98.31,Medium Risk
LN03981,56.0,1126226,Home Loan,3924000,8.83,2026-02-28,Fully Paid,Recovered,3882128.57,41871.43,98.93,Medium Risk
LN07321,60.0,741808,Education Loan,734000,11.26,2026-04-18,Fully Paid,Recovered,703311.34,30688.66,95.82,Medium Risk
LN04055,41.0,488955,Home Loan,2376000,10.05,2025-11-06,Fully Paid,Recovered,2267242.1,108757.9,95.42,High Risk
LN02238,42.0,3535513,Personal Loan,325000,15.95,2025-12-10,Charged Off,Default,60921.28,264078.72,18.75,Low Risk
LN06112,39.0,258346,Business Loan,3664000,13.76,2025-12-28,Fully Paid,Recovered,3584174.02,79825.98,97.82,High Risk
LN09863,23.0,254108,Personal Loan,334000,16.13,2025-08-17,Fully Paid,Recovered,322587.14,11412.86,96.58,Medium Risk
LN06074,46.0,1642964,Auto Loan,659000,10.23,2025-05-30,Fully Paid,Recovered,643533.85,15466.15,97.65,Low Risk
LN00865,24.0,934343,Home Loan,2829000,8.52,2025-07-31,Fully Paid,Recovered,2791257.07,37742.93,98.67,Medium Risk
LN05921,62.0,509996,Auto Loan,933000,11.03,2025-07-06,Fully Paid,Recovered,888916.77,44083.23,95.28,Medium Risk
LN05738,,790320,Auto Loan,1048000,10.32,2025-04-28,Fully Paid,Recovered,1042086.99,5913.01,99.44,Medium Risk
LN05419,47.0,1238293,Home Loan,3692000,8.71,2025-07-26,Fully Paid,Recovered,3564936.04,127063.96,96.56,Medium Risk
LN00372,43.0,460271,Home Loan,2745000,8.72,2025-08-03,Fully Paid,Recovered,2639116.35,105883.65,96.14,High Risk
LN06559,46.0,1151645,Personal Loan,406000,15.88,2025-05-24,Fully Paid,Recovered,387064.0,18936.0,95.34,Medium Risk
LN05782,63.0,636661,Business Loan,3179000,12.59,2025-08-29,Fully Paid,Recovered,3139366.47,39633.53,98.75,Medium Risk
LN05959,49.0,349586,Business Loan,3652000,13.53,2025-06-30,Charged Off,Default,875587.23,2776412.77,23.98,High Risk
LN06877,26.0,200000,Auto Loan,819000,10.95,2025-05-09,Fully Paid,Recovered,785795.6,33204.4,95.95,Medium Risk
LN02875,54.0,935790,Personal Loan,422000,14.94,2025-10-10,Charged Off,Default,115467.5,306532.5,27.36,Medium Risk
LN09271,32.0,973379,Personal Loan,543000,15.8,2025-11-13,Charged Off,Default,122952.81,420047.19,22.64,Medium Risk
LN02365,59.0,255020,Auto Loan,583000,10.84,2026-04-17,Fully Paid,Recovered,563180.41,19819.59,96.6,Medium Risk
LN03214,45.0,580331,Education Loan,836000,11.38,2026-04-21,Fully Paid,Recovered,804145.59,31854.41,96.19,Medium Risk
LN00912,23.0,911972,Personal Loan,444000,14.87,2025-04-25,Fully Paid,Recovered,439238.88,4761.12,98.93,Medium Risk
LN09230,41.0,1209162,Personal Loan,254000,15.41,2025-05-19,Fully Paid,Recovered,243580.61,10419.39,95.9,Medium Risk
LN07385,60.0,824151,Auto Loan,660000,10.91,2025-05-07,Fully Paid,Recovered,636167.44,23832.56,96.39,Medium Risk
LN06801,40.0,426226,Home Loan,3212000,9.27,2026-03-16,Fully Paid,Recovered,3174959.47,37040.53,98.85,High Risk
LN08598,46.0,275363,Auto Loan,654000,10.98,2025-07-04,Fully Paid,Recovered,622526.51,31473.49,95.19,Medium Risk
LN09706,25.0,924914,Business Loan,4272000,14.02,2025-09-10,Charged Off,Default,825423.87,3446576.13,19.32,Medium Risk
LN06192,36.0,209584,Home Loan,3327000,8.82,2026-02-02,Fully Paid,Recovered,3297576.25,29423.75,99.12,High Risk
LN01424,46.0,466813,Home Loan,3500000,8.89,2025-12-09,Charged Off,Default,1120132.0,2379868.0,32.0,High Risk
LN05438,23.0,637728,Personal Loan,245000,16.58,2025-06-14,Charged Off,Default,43490.91,201509.09,17.75,Medium Risk
LN00480,50.0,892838,Auto Loan,1016000,10.37,2025-09-10,Fully Paid,Recovered,981042.26,34957.74,96.56,Medium Risk
LN00663,53.0,335378,Auto Loan,834000,10.71,2025-10-29,Fully Paid,Recovered,807466.05,26533.95,96.82,Medium Risk
LN07022,42.0,482444,Business Loan,3922000,12.96,2025-10-27,Fully Paid,Recovered,3916285.5,5714.5,99.85,High Risk
LN09842,47.0,355535,Home Loan,3193000,10.11,2025-10-14,Fully Paid,Recovered,3056737.76,136262.24,95.73,High Risk
LN08300,60.0,329153,Home Loan,4354000,9.93,2025-07-26,Charged Off,Default,1328203.27,3025796.73,30.51,High Risk
LN02989,26.0,789521,Home Loan,2818000,9.95,2025-06-21,Fully Paid,Recovered,2796737.33,21262.67,99.25,Medium Risk
LN01120,51.0,515590,Auto Loan,798000,11.71,2025-11-22,Fully Paid,Recovered,785143.01,12856.99,98.39,Medium Risk
LN02777,29.0,1567628,Auto Loan,689000,10.83,2026-03-29,Fully Paid,Recovered,672591.13,16408.87,97.62,Low Risk
LN04536,59.0,1005863,Personal Loan,279000,16.2,2025-08-04,Fully Paid,Recovered,278714.32,285.68,99.9,Medium Risk
LN05786,36.0,1644577,Auto Loan,804000,10.72,2026-02-10,Fully Paid,Recovered,803769.15,230.85,99.97,Low Risk
LN05211,55.0,630559,Personal Loan,451000,14.81,2025-07-09,Fully Paid,Recovered,435346.76,15653.24,96.53,Medium Risk
LN06921,62.0,445066,Home Loan,4083000,9.08,2025-10-20,Fully Paid,Recovered,3890038.56,192961.44,95.27,High Risk
LN09566,53.0,555471,Personal Loan,405000,16.38,2025-10-13,Fully Paid,Recovered,393436.37,11563.63,97.14,Medium Risk
LN04428,24.0,1021117,Auto Loan,861000,11.41,2025-11-08,Fully Paid,Recovered,852511.4,8488.6,99.01,Medium Risk
LN08725,54.0,639214,Home Loan,2034000,9.17,2025-09-20,Fully Paid,Recovered,1953304.21,80695.79,96.03,Medium Risk
LN03982,40.0,1250860,Business Loan,3465000,13.33,2025-05-09,Charged Off,Default,420867.75,3044132.25,12.15,Medium Risk
LN09772,30.0,340287,Auto Loan,674000,11.76,2025-04-28,Fully Paid,Recovered,666264.39,7735.61,98.85,Medium Risk
LN02894,55.0,666448,Education Loan,470000,11.48,2026-03-07,Fully Paid,Recovered,463478.52,6521.48,98.61,Medium Risk
LN02670,49.0,612608,Auto Loan,755000,10.29,2026-03-09,Fully Paid,Recovered,728711.55,26288.45,96.52,Medium Risk
LN03978,27.0,369072,Education Loan,672000,12.16,2025-06-28,Charged Off,Default,248866.33,423133.67,37.03,Medium Risk
LN05482,35.0,302012,Personal Loan,339000,16.73,2025-06-08,Fully Paid,Recovered,322863.3,16136.7,95.24,Medium Risk
LN00280,54.0,1372027,Personal Loan,450000,16.23,2026-02-18,Fully Paid,Recovered,434415.2,15584.8,96.54,Medium Risk
LN09783,63.0,532366,Education Loan,600000,11.09,2025-09-13,Fully Paid,Recovered,595506.92,4493.08,99.25,Medium Risk
LN07641,23.0,232841,Auto Loan,887000,11.22,2025-09-20,Fully Paid,Recovered,851587.96,35412.04,96.01,Medium Risk
LN07302,28.0,758690,Personal Loan,418000,15.55,2025-05-18,Fully Paid,Recovered,414153.51,3846.49,99.08,Medium Risk
LN01695,,625029,Auto Loan,951000,10.93,2025-08-25,Charged Off,Default,311586.89,639413.11,32.76,Medium Risk
LN09455,36.0,801262,Personal Loan,242000,15.78,2026-01-20,Fully Paid,Recovered,232450.33,9549.67,96.05,Medium Risk
LN03480,48.0,383924,Personal Loan,337000,15.98,2026-01-03,Fully Paid,Recovered,330698.68,6301.32,98.13,Medium Risk
LN04417,50.0,2395087,Home Loan,3510000,8.45,2025-08-04,Charged Off,Default,523081.27,2986918.73,14.9,Medium Risk
LN07912,61.0,447864,Personal Loan,298000,15.92,2025-06-15,Fully Paid,Recovered,293797.27,4202.73,98.59,Medium Risk
LN06459,54.0,372022,Auto Loan,673000,9.82,2025-05-16,Fully Paid,Recovered,647862.13,25137.87,96.26,Medium Risk
LN05548,41.0,2892997,Auto Loan,652000,9.91,2025-06-19,Fully Paid,Recovered,624813.75,27186.25,95.83,Low Risk
LN03433,31.0,916624,Home Loan,3496000,9.92,2026-02-17,Fully Paid,Recovered,3406603.77,89396.23,97.44,Medium Risk
LN08095,57.0,1692543,Home Loan,3695000,9.22,2026-02-03,Fully Paid,Recovered,3537635.21,157364.79,95.74,Medium Risk
LN04297,63.0,446716,Personal Loan,540000,15.8,2025-06-18,Fully Paid,Recovered,528070.43,11929.57,97.79,Medium Risk
LN06015,63.0,2621642,Home Loan,3138000,8.87,2025-06-28,Fully Paid,Recovered,2986373.95,151626.05,95.17,Medium Risk
LN05045,22.0,866734,Home Loan,3634000,9.57,2026-04-21,Fully Paid,Recovered,3495069.67,138930.33,96.18,Medium Risk
LN02210,47.0,707689,Business Loan,3819000,12.74,2025-12-13,Charged Off,Default,398127.7,3420872.3,10.42,Medium Risk
LN07933,38.0,200000,Business Loan,3881000,14.37,2025-10-21,Fully Paid,Recovered,3830245.41,50754.59,98.69,High Risk
LN05731,54.0,344660,Auto Loan,788000,10.27,2025-05-17,Fully Paid,Recovered,785776.48,2223.52,99.72,Medium Risk
LN07587,36.0,449464,Auto Loan,1093000,11.14,2025-10-10,Fully Paid,Recovered,1086056.2,6943.8,99.36,Medium Risk
LN00185,38.0,753907,Home Loan,3729000,9.19,2025-06-07,Fully Paid,Recovered,3655092.46,73907.54,98.02,Medium Risk
LN04996,64.0,377612,Personal Loan,398000,14.9,2025-05-09,Charged Off,Default,44693.54,353306.46,11.23,Medium Risk
LN05992,44.0,553299,Home Loan,3518000,10.0,2025-11-18,Fully Paid,Recovered,3393463.17,124536.83,96.46,High Risk
LN04517,64.0,611089,Personal Loan,402000,14.73,2025-07-04,Fully Paid,Recovered,383777.64,18222.36,95.47,Medium Risk
LN02351,57.0,1121074,Personal Loan,364000,15.05,2026-04-08,Fully Paid,Recovered,360689.9,3310.1,99.09,Medium Risk
LN00554,30.0,670942,Business Loan,6150000,14.04,2025-11-24,Charged Off,Default,1820923.95,4329076.05,29.61,Medium Risk
LN01398,26.0,1115178,Personal Loan,271000,15.11,2026-03-07,Charged Off,Default,76912.72,194087.28,28.38,Medium Risk
LN01385,39.0,1344598,Personal Loan,523000,15.28,2025-12-10,Fully Paid,Recovered,511408.09,11591.91,97.78,Medium Risk
